product_name,product_id,category,buy_price,sell_price,stock,profit_per_item
"Enermax Note Cards, Premium",OFF-PA-10001492,Paper,14.99,17.09,9,2.1
"Enermax Memo Slips, Recycled",OFF-PA-10000816,Paper,7.99,8.79,15,0.8
"OIC Paper Clips, Assorted Sizes",OFF-FA-10004359,Fasteners,5.99,7.01,0,1.02
"Nokia Speaker Phone, Full Size",TEC-PH-10001963,Phones,61.99,72.53,0,10.54
"Advantus Stacking Tray, Durable",FUR-FU-10000946,Furnishings,25.99,29.37,12,3.38
"Eaton Memo Slips, Premium",OFF-PA-10001971,Paper,6.99,8.81,4,1.82
"Ibico Binder, Clear",OFF-BI-10004448,Binders,14.99,17.24,14,2.25
"Tenex Trays, Blue",OFF-ST-10004996,Storage,32.99,37.94,10,4.95
"Green Bar Computer Printout Paper, Premium",OFF-PA-10002941,Paper,29.99,38.69,11,8.7
"Hewlett Fax Machine, High-Speed",TEC-CO-10000270,Copiers,285.99,368.93,6,82.94
"Office Star Steel Folding Chair, Adjustable",FUR-CH-10001726,Chairs,84.99,93.49,16,8.5
"Okidata Inkjet, Wireless",TEC-MA-10000161,Machines,266.99,323.06,6,56.07
"Samsung Signal Booster, Cordless",TEC-PH-10004707,Phones,83.99,104.99,16,21.0
"Rogers Box, Single Width",OFF-ST-10002905,Storage,13.99,15.67,2,1.68
"Rogers Lockers, Wire Frame",OFF-ST-10000695,Storage,125.99,143.63,11,17.64
"Rogers Trays, Single Width",OFF-ST-10003956,Storage,36.99,45.87,9,8.88
"Memorex Router, Erganomic",TEC-AC-10004808,Accessories,219.99,283.79,15,63.8
"Kleencut Letter Opener, Steel",OFF-SU-10000810,Supplies,23.99,29.99,7,6.0
"Ibico Hole Reinforcements, Economy",OFF-BI-10003114,Binders,6.99,9.09,7,2.1
"GlobeWeis Business Envelopes, Set of 50",OFF-EN-10003630,Envelopes,16.99,20.05,9,3.06
"GlobeWeis Clasp Envelope, Set of 50",OFF-EN-10003962,Envelopes,9.99,12.39,3,2.4
"SanDisk Memo Slips, 8.5 x 11",OFF-PA-10004746,Paper,20.99,23.51,15,2.52
"Office Star Chairmat, Adjustable",FUR-CH-10001674,Chairs,60.99,68.31,0,7.32
"StarTech Receipt Printer, White",TEC-MA-10002268,Machines,92.99,108.8,12,15.81
"Eldon Lockers, Blue",OFF-ST-10003785,Storage,177.99,204.69,3,26.7
"Belkin Mouse, USB",TEC-AC-10004341,Accessories,40.99,45.09,18,4.1
"Hewlett Ink, Color",TEC-CO-10002916,Copiers,127.99,145.91,13,17.92
"Binney & Smith Canvas, Blue",OFF-AR-10001599,Art,50.99,56.09,11,5.1
"Wilson Jones Hole Reinforcements, Durable",OFF-BI-10001055,Binders,5.99,7.37,20,1.38
"Nokia Smart Phone, Cordless",TEC-PH-10001396,Phones,635.99,801.35,16,165.36
"Tenex File Cart, Single Width",OFF-ST-10001478,Storage,133.99,150.07,9,16.08
"Eldon Light Bulb, Erganomic",FUR-FU-10004049,Furnishings,23.99,27.11,17,3.12
"Okidata Receipt Printer, Durable",TEC-MA-10003923,Machines,110.99,140.96,0,29.97
"Memorex Numeric Keypad, Bluetooth",TEC-AC-10001402,Accessories,44.99,50.39,6,5.4
"Kraft Interoffice Envelope, Recycled",OFF-EN-10003177,Envelopes,22.99,26.9,1,3.91
"Green Bar Memo Slips, Premium",OFF-PA-10004761,Paper,7.99,9.51,14,1.52
"Ames Mailers, Recycled",OFF-EN-10004649,Envelopes,16.99,20.05,18,3.06
"Harbour Creations Chairmat, Set of Two",FUR-CH-10000966,Chairs,29.99,37.19,14,7.2
"Rogers Trays, Industrial",OFF-ST-10000486,Storage,55.99,65.51,0,9.52
"Hon Training Table, Adjustable Height",FUR-TA-10000052,Tables,217.99,281.21,6,63.22
"Konica Inkjet, White",TEC-MA-10004772,Machines,263.99,329.99,19,66.0
"Stockwell Staples, Metal",OFF-FA-10004339,Fasteners,10.99,12.97,9,1.98
"Smead Folders, Wire Frame",OFF-ST-10001142,Storage,14.99,18.89,5,3.9
"Konica Phone, Wireless",TEC-MA-10004933,Machines,72.99,81.75,2,8.76
"Motorola Headset, VoIP",TEC-PH-10002907,Phones,79.99,102.39,17,22.4
"BIC Pens, Water Color",OFF-AR-10000703,Art,16.99,19.88,2,2.89
"Accos Staples, 12 Pack",OFF-FA-10002895,Fasteners,9.99,12.79,7,2.8
"Ibico Index Tab, Clear",OFF-BI-10003650,Binders,8.99,10.88,8,1.89
"BIC Canvas, Blue",OFF-AR-10004492,Art,53.99,60.47,13,6.48
"Rogers Folders, Wire Frame",OFF-ST-10001358,Storage,26.99,30.23,12,3.24
"Binney & Smith Highlighters, Fluorescent",OFF-AR-10000124,Art,17.99,22.13,10,4.14
"Advantus Staples, Assorted Sizes",OFF-FA-10000834,Fasteners,7.99,9.43,20,1.44
"Stockwell Paper Clips, Assorted Sizes",OFF-FA-10002017,Fasteners,10.99,12.64,8,1.65
"Hon File Folder Labels, Alphabetical",OFF-LA-10001265,Labels,7.99,9.99,8,2.0
"Smead Color Coded Labels, 5000 Label Set",OFF-LA-10001402,Labels,12.99,16.63,8,3.64
"Hoover Coffee Grinder, White",OFF-AP-10004372,Appliances,66.99,86.42,15,19.43
"Logitech Keyboard, Programmable",TEC-AC-10004880,Accessories,36.99,46.24,17,9.25
"Kraft Clasp Envelope, Set of 50",OFF-EN-10001991,Envelopes,3.99,4.55,4,0.56
"Eldon Trays, Blue",OFF-ST-10002437,Storage,42.99,48.58,12,5.59
"SanDisk Parchment Paper, Premium",OFF-PA-10003105,Paper,16.99,19.37,12,2.38
"Stanley Markers, Blue",OFF-AR-10004303,Art,21.99,25.73,1,3.74
"Sharp Copy Machine, Laser",TEC-CO-10004005,Copiers,202.99,227.35,11,24.36
"Avery Binder, Durable",OFF-BI-10002718,Binders,13.99,15.39,14,1.4
"Accos Thumb Tacks, Metal",OFF-FA-10001348,Fasteners,13.99,18.19,7,4.2
"Stockwell Staples, Bulk Pack",OFF-FA-10001577,Fasteners,10.99,12.97,9,1.98
"OIC Push Pins, Assorted Sizes",OFF-FA-10001113,Fasteners,11.99,13.19,0,1.2
"Motorola Signal Booster, Cordless",TEC-PH-10001432,Phones,72.99,89.78,17,16.79
"HP Fax and Copier, Digital",TEC-CO-10003534,Copiers,85.99,104.91,12,18.92
"Xerox Note Cards, Premium",OFF-PA-10000908,Paper,12.99,15.98,4,2.99
"Smead File Folder Labels, Alphabetical",OFF-LA-10002559,Labels,8.99,10.25,6,1.26
"Sanford Pencil Sharpener, Water Color",OFF-AR-10000980,Art,25.99,33.79,3,7.8
"Boston Highlighters, Easy-Erase",OFF-AR-10002113,Art,18.99,23.74,16,4.75
"BIC Pencil Sharpener, Fluorescent",OFF-AR-10000659,Art,29.99,35.39,1,5.4
"Fellowes Shelving, Single Width",OFF-ST-10002539,Storage,51.99,65.51,20,13.52
"BIC Pens, Blue",OFF-AR-10001626,Art,13.99,16.09,8,2.1
"Enermax Note Cards, Multicolor",OFF-PA-10003416,Paper,32.99,39.59,17,6.6
"Novimex Swivel Stool, Adjustable",FUR-CH-10002212,Chairs,149.99,193.49,5,43.5
"Hon File Folder Labels, Laser Printer Compatible",OFF-LA-10004727,Labels,8.99,10.88,19,1.89
"Smead Box, Wire Frame",OFF-ST-10001195,Storage,8.99,9.98,11,0.99
"Acme Box Cutter, High Speed",OFF-SU-10001657,Supplies,37.99,44.45,13,6.46
"Smead File Cart, Single Width",OFF-ST-10004267,Storage,115.99,141.51,4,25.52
"Smead File Cart, Industrial",OFF-ST-10003018,Storage,115.99,135.71,13,19.72
"Cameo Manila Envelope, with clear poly window",OFF-EN-10001852,Envelopes,30.99,39.98,12,8.99
"Fiskars Scissors, Serrated",OFF-SU-10004691,Supplies,19.99,23.99,13,4.0
"Konica Receipt Printer, Durable",TEC-MA-10000161,Machines,103.99,116.47,19,12.48
"Tenex Lockers, Blue",OFF-ST-10004191,Storage,183.99,228.15,18,44.16
"Wilson Jones Hole Reinforcements, Recycled",OFF-BI-10002193,Binders,4.99,6.19,0,1.2
"Kleencut Scissors, Steel",OFF-SU-10002342,Supplies,21.99,25.51,2,3.52
"Advantus Light Bulb, Durable",FUR-FU-10000295,Furnishings,16.99,21.07,14,4.08
"Hon Computer Table, Adjustable Height",FUR-TA-10000347,Tables,317.99,391.13,20,73.14
"Acco 3-Hole Punch, Durable",OFF-BI-10001622,Binders,31.99,39.67,20,7.68
"Sanford Pens, Blue",OFF-AR-10000066,Art,5.99,7.73,9,1.74
"BIC Sketch Pad, Fluorescent",OFF-AR-10001002,Art,24.99,31.74,10,6.75
"BIC Sketch Pad, Easy-Erase",OFF-AR-10001068,Art,48.99,58.3,7,9.31
"Kraft Mailers, Set of 50",OFF-EN-10000897,Envelopes,37.99,48.25,13,10.26
"Hoover Toaster, Silver",OFF-AP-10000344,Appliances,75.99,90.43,6,14.44
"Harbour Creations Legal Exhibit Labels, Alphabetical",OFF-LA-10004280,Labels,10.99,13.3,5,2.31
"Advantus Light Bulb, Black",FUR-FU-10000295,Furnishings,7.99,10.39,7,2.4
"Harbour Creations Color Coded Labels, 5000 Label Set",OFF-LA-10001170,Labels,6.99,7.69,18,0.7
"Apple Headset, with Caller ID",TEC-PH-10003847,Phones,36.99,41.8,19,4.81
"SanDisk Parchment Paper, Multicolor",OFF-PA-10000850,Paper,8.99,10.97,19,1.98
"Fellowes Trays, Industrial",OFF-ST-10000580,Storage,28.99,37.69,16,8.7
"Elite Letter Opener, Easy Grip",OFF-SU-10003456,Supplies,13.99,15.39,6,1.4
"Kraft Business Envelopes, Recycled",OFF-EN-10002406,Envelopes,8.99,11.51,4,2.52
"Acco Index Tab, Durable",OFF-BI-10002047,Binders,8.99,11.42,20,2.43
"Enermax Computer Printout Paper, Premium",OFF-PA-10000756,Paper,27.99,35.55,3,7.56
"Sauder Floating Shelf Set, Traditional",FUR-BO-10002781,Bookcases,174.99,225.74,12,50.75
"GlobeWeis Interoffice Envelope, Security-Tint",OFF-EN-10001346,Envelopes,49.99,62.49,0,12.5
"Advantus Frame, Durable",FUR-FU-10000468,Furnishings,107.99,118.79,3,10.8
"Advantus Paper Clips, Metal",OFF-FA-10000179,Fasteners,12.99,14.68,7,1.69
"Ibico 3-Hole Punch, Durable",OFF-BI-10000815,Binders,28.99,33.05,5,4.06
"Cardinal 3-Hole Punch, Economy",OFF-BI-10004924,Binders,25.99,31.71,15,5.72
"Elite Ruler, Serrated",OFF-SU-10003277,Supplies,8.99,10.43,17,1.44
"Acme Ruler, High Speed",OFF-SU-10003160,Supplies,16.99,20.22,11,3.23
"Barricks Round Table, Rectangular",FUR-TA-10004649,Tables,323.99,356.39,10,32.4
"Apple Audio Dock, Full Size",TEC-PH-10002255,Phones,167.99,184.79,20,16.8
"Deflect-O Clock, Durable",FUR-FU-10001692,Furnishings,23.99,31.19,5,7.2
"Elite Letter Opener, High Speed",OFF-SU-10002451,Supplies,23.99,29.99,19,6.0
"Smead Folders, Industrial",OFF-ST-10004296,Storage,15.99,18.39,16,2.4
"Okidata Calculator, Wireless",TEC-MA-10003885,Machines,51.99,63.43,0,11.44
"Apple Speaker Phone, with Caller ID",TEC-PH-10003960,Phones,110.99,124.31,1,13.32
"SanDisk Router, Programmable",TEC-AC-10004849,Accessories,257.99,294.11,3,36.12
"SAFCO Steel Folding Chair, Red",FUR-CH-10001150,Chairs,76.99,95.47,4,18.48
"Hamilton Beach Microwave, White",OFF-AP-10001776,Appliances,252.99,285.88,12,32.89
"Novimex Chairmat, Black",FUR-CH-10000667,Chairs,48.99,62.22,18,13.23
"Eldon Trays, Single Width",OFF-ST-10003111,Storage,42.99,55.46,14,12.47
"Breville Microwave, Red",OFF-AP-10004183,Appliances,301.99,368.43,8,66.44
"Tenex Light Bulb, Durable",FUR-FU-10004640,Furnishings,9.99,11.59,17,1.6
"Ibico Binder, Durable",OFF-BI-10000282,Binders,16.99,19.71,0,2.72
"Stanley Highlighters, Easy-Erase",OFF-AR-10003521,Art,14.99,19.34,14,4.35
"SanDisk Mouse, Erganomic",TEC-AC-10001441,Accessories,35.99,43.91,13,7.92
"Hon Round Labels, 5000 Label Set",OFF-LA-10002029,Labels,6.99,8.18,18,1.19
"GlobeWeis Peel and Seal, Security-Tint",OFF-EN-10004970,Envelopes,23.99,29.03,12,5.04
"Novimex Round Labels, Adjustable",OFF-LA-10002651,Labels,1.99,2.49,6,0.5
"Safco Classic Bookcase, Pine",FUR-BO-10000034,Bookcases,219.99,272.79,0,52.8
"Deflect-O Stacking Tray, Black",FUR-FU-10004289,Furnishings,19.99,22.99,9,3.0
"Eldon Lockers, Single Width",OFF-ST-10004060,Storage,177.99,206.47,2,28.48
"Wilson Jones Binder, Economy",OFF-BI-10003642,Binders,6.99,7.83,4,0.84
"Apple Office Telephone, VoIP",TEC-PH-10000270,Phones,32.99,40.58,20,7.59
"Fellowes File Cart, Single Width",OFF-ST-10000872,Storage,81.99,91.83,18,9.84
"Tenex Shelving, Blue",OFF-ST-10001648,Storage,32.99,36.62,4,3.63
"Binney & Smith Sketch Pad, Easy-Erase",OFF-AR-10001546,Art,46.99,56.39,2,9.4
"Novimex Rocking Chair, Black",FUR-CH-10001802,Chairs,128.99,153.5,10,24.51
"Novimex Legal Exhibit Labels, Laser Printer Compatible",OFF-LA-10003969,Labels,9.99,11.19,11,1.2
"Office Star Steel Folding Chair, Black",FUR-CH-10003249,Chairs,79.99,91.19,10,11.2
"Kraft Manila Envelope, Set of 50",OFF-EN-10004775,Envelopes,25.99,33.79,15,7.8
"Boston Pens, Blue",OFF-AR-10002640,Art,13.99,16.23,5,2.24
"Safco Corner Shelving, Metal",FUR-BO-10004055,Bookcases,148.99,184.75,5,35.76
"Smead Trays, Single Width",OFF-ST-10003446,Storage,43.99,54.55,0,10.56
"Bush Stackable Bookrack, Traditional",FUR-BO-10004547,Bookcases,122.99,140.21,1,17.22
"Tenex Folders, Industrial",OFF-ST-10002800,Storage,20.99,26.45,8,5.46
"Cisco Audio Dock, with Caller ID",TEC-PH-10001708,Phones,181.99,202.01,15,20.02
"Smead Folders, Single Width",OFF-ST-10003990,Storage,17.99,22.31,6,4.32
"Hon Rocking Chair, Adjustable",FUR-CH-10000807,Chairs,119.99,140.39,14,20.4
"Jiffy Manila Envelope, Security-Tint",OFF-EN-10000788,Envelopes,27.99,33.87,7,5.88
"Eldon Folders, Industrial",OFF-ST-10001173,Storage,8.99,11.33,14,2.34
"Ames Interoffice Envelope, Security-Tint",OFF-EN-10002449,Envelopes,47.99,59.03,5,11.04
"Avery Shipping Labels, 5000 Label Set",OFF-LA-10004737,Labels,11.99,15.11,0,3.12
"KitchenAid Blender, Silver",OFF-AP-10003758,Appliances,88.99,111.24,6,22.25
"Logitech Mouse, Bluetooth",TEC-AC-10001904,Accessories,28.99,35.66,5,6.67
"Sharp Fax and Copier, High-Speed",TEC-CO-10003362,Copiers,166.99,208.74,13,41.75
"Canon Copy Machine, High-Speed",TEC-CO-10002240,Copiers,259.99,337.99,6,78.0
"Smead Shipping Labels, Alphabetical",OFF-LA-10004744,Labels,10.99,12.53,14,1.54
"Canon Ink, Color",TEC-CO-10002872,Copiers,148.99,183.26,5,34.27
"Tenex Lockers, Wire Frame",OFF-ST-10002566,Storage,121.99,146.39,14,24.4
"Acme Scissors, Serrated",OFF-SU-10003115,Supplies,21.99,25.73,17,3.74
"HP Wireless Fax, Color",TEC-CO-10004365,Copiers,361.99,466.97,3,104.98
"Acco Binder, Durable",OFF-BI-10000329,Binders,16.99,20.73,17,3.74
"Ikea Corner Shelving, Traditional",FUR-BO-10003904,Bookcases,48.99,62.22,19,13.23
"Tenex Trays, Single Width",OFF-ST-10001025,Storage,53.99,61.01,15,7.02
"SAFCO Rocking Chair, Adjustable",FUR-CH-10004047,Chairs,109.99,130.89,12,20.9
"Eldon Clock, Duo Pack",FUR-FU-10000907,Furnishings,50.99,59.15,15,8.16
"Eldon Photo Frame, Erganomic",FUR-FU-10004152,Furnishings,39.99,47.19,6,7.2
"Harbour Creations Executive Leather Armchair, Black",FUR-CH-10002585,Chairs,473.99,568.79,4,94.8
"Cameo Interoffice Envelope, with clear poly window",OFF-EN-10002723,Envelopes,50.99,61.7,13,10.71
"Hamilton Beach Stove, Red",OFF-AP-10000330,Appliances,487.99,561.19,0,73.2
"Chromcraft Coffee Table, Rectangular",FUR-TA-10002568,Tables,171.99,211.55,6,39.56
"Cardinal Binding Machine, Economy",OFF-BI-10001621,Binders,49.99,62.99,12,13.0
"StarTech Calculator, White",TEC-MA-10004897,Machines,32.99,42.89,11,9.9
"StarTech Calculator, Red",TEC-MA-10000261,Machines,31.99,40.95,20,8.96
"Ibico Binding Machine, Economy",OFF-BI-10001984,Binders,50.99,57.62,16,6.63
"Belkin Flash Drive, USB",TEC-AC-10002883,Accessories,41.99,53.75,2,11.76
"Eldon Door Stop, Duo Pack",FUR-FU-10001718,Furnishings,49.99,56.99,7,7.0
"SanDisk Note Cards, Premium",OFF-PA-10004468,Paper,30.99,35.02,17,4.03
"Sanford Pencil Sharpener, Easy-Erase",OFF-AR-10003651,Art,26.99,32.39,8,5.4
"Acco Hole Reinforcements, Clear",OFF-BI-10000115,Binders,5.99,6.71,15,0.72
"Epson Card Printer, Durable",TEC-MA-10000002,Machines,169.99,205.69,9,35.7
"Epson Phone, White",TEC-MA-10002660,Machines,66.99,73.69,15,6.7
"Eaton Message Books, Multicolor",OFF-PA-10003884,Paper,21.99,26.17,20,4.18
"Rogers File Cart, Single Width",OFF-ST-10004377,Storage,84.99,108.79,7,23.8
"Accos Staples, Assorted Sizes",OFF-FA-10004503,Fasteners,7.99,9.67,15,1.68
"Avery Binding Machine, Durable",OFF-BI-10002894,Binders,49.99,56.99,5,7.0
"Memorex Router, Bluetooth",TEC-AC-10003666,Accessories,245.99,287.81,5,41.82
"Fiskars Box Cutter, Serrated",OFF-SU-10001021,Supplies,31.99,36.15,0,4.16
"GlobeWeis Peel and Seal, Recycled",OFF-EN-10000352,Envelopes,19.99,25.59,14,5.6
"Wilson Jones Index Tab, Clear",OFF-BI-10001119,Binders,5.99,7.73,9,1.74
"Hon File Folder Labels, 5000 Label Set",OFF-LA-10003283,Labels,4.99,6.34,4,1.35
"Cardinal 3-Hole Punch, Clear",OFF-BI-10002570,Binders,13.99,16.93,8,2.94
"Brother Wireless Fax, Laser",TEC-CO-10004042,Copiers,188.99,219.23,2,30.24
"Harbour Creations Chairmat, Red",FUR-CH-10003842,Chairs,64.99,83.19,11,18.2
"Acme Ruler, Serrated",OFF-SU-10003173,Supplies,12.99,14.81,8,1.82
"Acco Binder Covers, Recycled",OFF-BI-10001253,Binders,13.99,17.91,18,3.92
"SAFCO Chairmat, Adjustable",FUR-CH-10001037,Chairs,55.99,62.15,10,6.16
"Jiffy Peel and Seal, Security-Tint",OFF-EN-10003087,Envelopes,21.99,27.93,10,5.94
"Breville Toaster, Red",OFF-AP-10001847,Appliances,37.99,42.17,8,4.18
"Avery 3-Hole Punch, Recycled",OFF-BI-10003899,Binders,27.99,31.63,8,3.64
"BIC Canvas, Water Color",OFF-AR-10001461,Art,56.99,72.95,11,15.96
"Fiskars Shears, Steel",OFF-SU-10003357,Supplies,46.99,52.16,8,5.17
"Acco Binding Machine, Economy",OFF-BI-10004446,Binders,25.99,29.63,13,3.64
"Rogers Trays, Blue",OFF-ST-10004367,Storage,55.99,63.27,7,7.28
"Elite Scissors, High Speed",OFF-SU-10003697,Supplies,10.99,12.86,0,1.87
"Boston Canvas, Easy-Erase",OFF-AR-10001190,Art,26.99,31.31,8,4.32
"Fellowes Trays, Blue",OFF-ST-10002172,Storage,28.99,32.76,6,3.77
"Wilson Jones Binding Machine, Recycled",OFF-BI-10003705,Binders,48.99,58.3,2,9.31
"Tenex Door Stop, Duo Pack",FUR-FU-10003325,Furnishings,39.99,49.59,0,9.6
"Sanford Sketch Pad, Fluorescent",OFF-AR-10001759,Art,46.99,54.51,16,7.52
"Apple Speaker Phone, Full Size",TEC-PH-10003770,Phones,124.99,142.49,12,17.5
"Sharp Fax Machine, Laser",TEC-CO-10004078,Copiers,295.99,381.83,20,85.84
"Belkin Memory Card, Erganomic",TEC-AC-10002017,Accessories,112.99,140.11,9,27.12
"Stockwell Rubber Bands, 12 Pack",OFF-FA-10003836,Fasteners,15.99,18.71,15,2.72
"OIC Clamps, 12 Pack",OFF-FA-10004899,Fasteners,18.99,22.79,16,3.8
"BIC Markers, Blue",OFF-AR-10003450,Art,25.99,33.79,4,7.8
"Advantus Frame, Duo Pack",FUR-FU-10004527,Furnishings,110.99,123.2,13,12.21
"Hon Swivel Stool, Red",FUR-CH-10000213,Chairs,146.99,170.51,0,23.52
"Bevis Wood Table, Rectangular",FUR-TA-10003591,Tables,530.99,600.02,0,69.03
"SanDisk Mouse, Bluetooth",TEC-AC-10003533,Accessories,37.99,43.31,18,5.32
"Nokia Headset, Cordless",TEC-PH-10004879,Phones,75.99,91.95,12,15.96
"Ikea 3-Shelf Cabinet, Traditional",FUR-BO-10004585,Bookcases,141.99,181.75,7,39.76
"Jiffy Clasp Envelope, Recycled",OFF-EN-10001147,Envelopes,6.99,8.67,7,1.68
"Wilson Jones Hole Reinforcements, Clear",OFF-BI-10001544,Binders,3.99,4.87,18,0.88
"Rubbermaid Stacking Tray, Erganomic",FUR-FU-10001717,Furnishings,23.99,27.11,16,3.12
"Sharp Wireless Fax, Color",TEC-CO-10002962,Copiers,178.99,196.89,0,17.9
"Hewlett Fax Machine, Color",TEC-CO-10004662,Copiers,320.99,385.19,15,64.2
"Eldon Clock, Durable",FUR-FU-10001890,Furnishings,42.99,54.17,8,11.18
"Smead Box, Single Width",OFF-ST-10000154,Storage,10.99,13.52,1,2.53
"Stockwell Thumb Tacks, Assorted Sizes",OFF-FA-10003462,Fasteners,10.99,12.09,19,1.1
"Novimex Steel Folding Chair, Adjustable",FUR-CH-10002991,Chairs,75.99,85.11,6,9.12
"Avery Binding Machine, Recycled",OFF-BI-10000734,Binders,48.99,63.2,0,14.21
"Eaton Note Cards, 8.5 x 11",OFF-PA-10001323,Paper,25.99,28.85,9,2.86
"Samsung Speaker Phone, with Caller ID",TEC-PH-10003325,Phones,122.99,159.89,13,36.9
"Deflect-O Frame, Black",FUR-FU-10004516,Furnishings,109.99,130.89,3,20.9
"Kleencut Box Cutter, Steel",OFF-SU-10001690,Supplies,33.99,39.43,1,5.44
"Fiskars Trimmer, Easy Grip",OFF-SU-10003556,Supplies,43.99,56.75,3,12.76
"Eldon Lockers, Industrial",OFF-ST-10002555,Storage,178.99,218.37,6,39.38
"Rogers File Cart, Blue",OFF-ST-10004597,Storage,140.99,173.42,8,32.43
"BIC Canvas, Fluorescent",OFF-AR-10004825,Art,54.99,66.54,5,11.55
"Hamilton Beach Refrigerator, Black",OFF-AP-10000864,Appliances,499.99,639.99,7,140.0
"HP Personal Copier, High-Speed",TEC-CO-10000011,Copiers,121.99,151.27,13,29.28
"Ikea Stackable Bookrack, Pine",FUR-BO-10002936,Bookcases,123.99,161.19,9,37.2
"Stanley Canvas, Easy-Erase",OFF-AR-10000727,Art,49.99,61.49,15,11.5
"Fiskars Shears, Easy Grip",OFF-SU-10000105,Supplies,48.99,55.36,11,6.37
"Novimex File Folder Labels, Alphabetical",OFF-LA-10002733,Labels,7.99,9.67,13,1.68
"Fiskars Shears, High Speed",OFF-SU-10000906,Supplies,47.99,58.55,15,10.56
"Cardinal Index Tab, Durable",OFF-BI-10004644,Binders,7.99,9.43,9,1.44
"Accos Clamps, Metal",OFF-FA-10004257,Fasteners,19.99,22.19,7,2.2
"Deflect-O Door Stop, Black",FUR-FU-10002655,Furnishings,43.99,51.03,14,7.04
"Xerox Cards & Envelopes, Recycled",OFF-PA-10004450,Paper,44.99,53.09,1,8.1
"StarTech Inkjet, Wireless",TEC-MA-10004224,Machines,271.99,348.15,11,76.16
"Novimex Executive Leather Armchair, Red",FUR-CH-10004774,Chairs,459.99,597.99,20,138.0
"Elite Scissors, Serrated",OFF-SU-10002131,Supplies,18.99,23.74,19,4.75
"OIC Clamps, Bulk Pack",OFF-FA-10002066,Fasteners,19.99,24.99,0,5.0
"Brother Copy Machine, Color",TEC-CO-10001375,Copiers,263.99,340.55,5,76.56
"Stanley Sketch Pad, Fluorescent",OFF-AR-10002037,Art,45.99,53.35,3,7.36
"Kraft Peel and Seal, with clear poly window",OFF-EN-10000271,Envelopes,23.99,27.35,14,3.36
"GlobeWeis Mailers, Set of 50",OFF-EN-10003785,Envelopes,38.99,45.62,9,6.63
"Hewlett Copy Machine, High-Speed",TEC-CO-10000070,Copiers,223.99,255.35,7,31.36
"Samsung Smart Phone, VoIP",TEC-PH-10002935,Phones,635.99,705.95,12,69.96
"Logitech Numeric Keypad, Erganomic",TEC-AC-10001564,Accessories,43.99,48.39,2,4.4
"Bevis Training Table, Rectangular",FUR-TA-10001228,Tables,182.99,232.4,9,49.41
"StarTech Printer, Durable",TEC-MA-10003743,Machines,230.99,256.4,9,25.41
"Harbour Creations Round Labels, 5000 Label Set",OFF-LA-10000508,Labels,6.99,8.88,16,1.89
"Hon Round Labels, Adjustable",OFF-LA-10003290,Labels,4.99,6.19,4,1.2
"Cisco Headset, VoIP",TEC-PH-10004825,Phones,43.99,48.39,14,4.4
"Ames Mailers, with clear poly window",OFF-EN-10003748,Envelopes,19.99,24.39,18,4.4
"Samsung Office Telephone, with Caller ID",TEC-PH-10004635,Phones,32.99,38.6,10,5.61
"GlobeWeis Clasp Envelope, with clear poly window",OFF-EN-10002240,Envelopes,6.99,8.32,10,1.33
"Office Star Executive Leather Armchair, Adjustable",FUR-CH-10002782,Chairs,422.99,532.97,7,109.98
"Eldon Folders, Wire Frame",OFF-ST-10000300,Storage,15.99,20.31,6,4.32
"Boston Pencil Sharpener, Water Color",OFF-AR-10000184,Art,31.99,40.63,0,8.64
"Logitech Memory Card, Erganomic",TEC-AC-10004753,Accessories,50.99,56.6,0,5.61
"Xerox Memo Slips, Multicolor",OFF-PA-10004923,Paper,14.99,18.59,18,3.6
"Sauder Stackable Bookrack, Traditional",FUR-BO-10003333,Bookcases,145.99,167.89,11,21.9
"Harbour Creations Color Coded Labels, Alphabetical",OFF-LA-10003295,Labels,12.99,14.94,20,1.95
"Stockwell Rubber Bands, Metal",OFF-FA-10002619,Fasteners,15.99,17.59,11,1.6
"Nokia Office Telephone, Cordless",TEC-PH-10000026,Phones,57.99,75.39,1,17.4
"Elite Box Cutter, Serrated",OFF-SU-10001791,Supplies,31.99,37.11,6,5.12
"Ibico Binder Covers, Recycled",OFF-BI-10001754,Binders,13.99,16.09,10,2.1
"Cardinal Binding Machine, Recycled",OFF-BI-10002459,Binders,49.99,58.99,9,9.0
"SAFCO Chairmat, Red",FUR-CH-10002819,Chairs,53.99,59.39,7,5.4
"Acco Binder Covers, Clear",OFF-BI-10002570,Binders,12.99,14.68,18,1.69
"Binney & Smith Markers, Fluorescent",OFF-AR-10001714,Art,24.99,28.24,14,3.25
"Avery Hole Reinforcements, Durable",OFF-BI-10001717,Binders,5.99,7.25,3,1.26
"Enermax Flash Drive, USB",TEC-AC-10001660,Accessories,41.99,50.81,3,8.82
"Advantus Rubber Bands, Metal",OFF-FA-10004474,Fasteners,16.99,20.22,18,3.23
"Eldon Shelving, Wire Frame",OFF-ST-10003322,Storage,27.99,35.83,15,7.84
"Sanford Pens, Fluorescent",OFF-AR-10004884,Art,11.99,15.35,15,3.36
"Wilson Jones 3-Hole Punch, Recycled",OFF-BI-10003917,Binders,27.99,33.31,17,5.32
"Xerox Memo Slips, 8.5 x 11",OFF-PA-10000393,Paper,17.99,20.69,10,2.7
"Stanley Pencil Sharpener, Water Color",OFF-AR-10002783,Art,24.99,31.49,11,6.5
