date,month,year,product_id,product_name,category,buy_price,sell_price,quantity,sales,profit_per_item,profit
2020-02-06,2,2020,OFF-ST-10004191,"Tenex Lockers, Blue",Storage,183.99,211.59,4,735.96,27.6,110.4
2020-02-06,2,2020,OFF-FA-10004899,"OIC Clamps, 12 Pack",Fasteners,18.99,22.22,3,56.97,3.23,9.69
2020-02-06,2,2020,OFF-BI-10000312,"Cardinal Binder Covers, Economy",Binders,11.99,15.47,4,47.96,3.48,13.92
2020-02-06,2,2020,OFF-BI-10003277,"Ibico Binder Covers, Durable",Binders,14.99,17.99,3,44.97,3.0,9.0
2022-05-09,5,2022,OFF-SU-10001086,"Fiskars Scissors, Easy Grip",Supplies,24.99,29.74,2,49.98,4.75,9.5
2022-05-09,5,2022,TEC-AC-10003814,"Belkin Router, Programmable",Accessories,259.99,335.39,3,779.97,75.4,226.2
2022-05-09,5,2022,FUR-FU-10004608,"Advantus Door Stop, Erganomic",Furnishings,43.99,49.27,2,87.98,5.28,10.56
2022-05-09,5,2022,OFF-ST-10000648,"Eldon File Cart, Industrial",Storage,114.99,129.94,2,229.98,14.95,29.9
2021-05-09,5,2021,FUR-CH-10004095,"Novimex Steel Folding Chair, Black",Chairs,71.99,87.83,3,215.96999999999997,15.84,47.52
2021-05-09,5,2021,OFF-SU-10001074,"Fiskars Letter Opener, Easy Grip",Supplies,29.99,37.79,1,29.99,7.8,7.8
2022-03-06,3,2022,FUR-CH-10002152,"Hon Bag Chairs, Set of Two",Chairs,18.99,22.41,3,56.97,3.42,10.26
2022-03-06,3,2022,TEC-MA-10003298,"Konica Card Printer, Wireless",Machines,87.99,101.19,7,615.93,13.2,92.4
2022-03-06,3,2022,OFF-EN-10001993,"GlobeWeis Manila Envelope, Set of 50",Envelopes,26.99,31.85,2,53.98,4.86,9.72
2022-03-06,3,2022,OFF-BI-10001820,"Wilson Jones Binding Machine, Durable",Binders,49.99,61.99,5,249.95000000000002,12.0,60.0
2022-03-06,3,2022,OFF-BI-10004007,"Avery 3-Hole Punch, Durable",Binders,28.99,34.79,6,173.94,5.8,34.8
2022-10-16,10,2022,OFF-AR-10002681,"Stanley Canvas, Fluorescent",Art,45.99,55.65,6,275.94,9.66,57.96
2022-02-25,2,2022,OFF-PA-10001595,"Enermax Memo Slips, 8.5 x 11",Paper,19.99,23.99,3,59.97,4.0,12.0
2019-06-06,6,2019,TEC-CO-10003965,"Brother Ink, Laser",Copiers,146.99,188.15,3,440.97,41.16,123.48
2019-06-06,6,2019,OFF-ST-10000130,"Eldon Trays, Wire Frame",Storage,27.99,33.87,2,55.98,5.88,11.76
2019-05-07,5,2019,OFF-AR-10003217,"Sanford Highlighters, Fluorescent",Art,16.99,21.58,2,33.98,4.59,9.18
2021-05-15,5,2021,OFF-EN-10004296,"GlobeWeis Mailers, Security-Tint",Envelopes,40.99,49.19,4,163.96,8.2,32.8
2020-06-20,6,2020,OFF-LA-10002334,"Novimex Removable Labels, Adjustable",Labels,9.99,11.79,7,69.93,1.8,12.6
2020-06-20,6,2020,OFF-ST-10003995,"Eldon File Cart, Single Width",Storage,114.99,133.39,3,344.96999999999997,18.4,55.2
2022-04-21,4,2022,FUR-CH-10002647,"Novimex Rocking Chair, Red",Chairs,117.99,147.49,3,353.96999999999997,29.5,88.5
2022-04-21,4,2022,OFF-SU-10003115,"Acme Scissors, Serrated",Supplies,21.99,25.95,1,21.99,3.96,3.96
2021-06-25,6,2021,OFF-AR-10001533,"Sanford Sketch Pad, Easy-Erase",Art,45.99,59.33,3,137.97,13.34,40.02
2021-06-25,6,2021,OFF-EN-10000694,"GlobeWeis Business Envelopes, Security-Tint",Envelopes,19.99,25.79,2,39.98,5.8,11.6
2021-09-17,9,2021,OFF-ST-10003132,"Fellowes Box, Blue",Storage,17.99,21.59,3,53.97,3.6,10.8
2021-09-17,9,2021,FUR-CH-10004774,"Novimex Executive Leather Armchair, Red",Chairs,459.99,584.19,3,1379.97,124.2,372.6
2021-09-17,9,2021,TEC-AC-10004571,"Logitech Router, Programmable",Accessories,223.99,266.55,5,1119.95,42.56,212.8
2021-12-05,12,2021,OFF-AR-10000091,"BIC Highlighters, Water Color",Art,21.99,25.51,4,87.96,3.52,14.08
2021-12-05,12,2021,FUR-TA-10003030,"Lesro Training Table, Adjustable Height",Tables,175.99,221.75,1,175.99,45.76,45.76
2019-09-27,9,2019,OFF-AR-10004825,"BIC Canvas, Fluorescent",Art,54.99,61.04,1,54.99,6.05,6.05
2019-09-27,9,2019,FUR-BO-10000160,"Safco Library with Doors, Pine",Bookcases,351.99,418.87,2,703.98,66.88,133.76
2019-12-28,12,2019,OFF-BI-10000620,"Wilson Jones Index Tab, Economy",Binders,5.99,7.43,5,29.950000000000003,1.44,7.2
2021-09-04,9,2021,FUR-FU-10001691,"Deflect-O Photo Frame, Black",Furnishings,51.99,57.19,5,259.95,5.2,26.0
2021-03-28,3,2021,OFF-ST-10004473,"Tenex Trays, Wire Frame",Storage,52.99,62.53,2,105.98,9.54,19.08
2021-12-14,12,2021,TEC-AC-10003666,"Memorex Router, Bluetooth",Accessories,245.99,277.97,5,1229.95,31.98,159.9
2021-12-14,12,2021,FUR-CH-10003249,"Office Star Steel Folding Chair, Black",Chairs,79.99,95.99,10,799.9,16.0,160.0
2022-12-05,12,2022,OFF-LA-10001633,"Novimex File Folder Labels, 5000 Label Set",Labels,8.99,10.61,1,8.99,1.62,1.62
2020-03-16,3,2020,OFF-ST-10002566,"Tenex Lockers, Wire Frame",Storage,121.99,156.15,3,365.96999999999997,34.16,102.48
2020-03-16,3,2020,OFF-AR-10000399,"Stanley Canvas, Water Color",Art,52.99,66.77,2,105.98,13.78,27.56
2020-03-16,3,2020,TEC-AC-10000140,"Enermax Numeric Keypad, Bluetooth",Accessories,57.99,75.39,2,115.98,17.4,34.8
2020-03-16,3,2020,TEC-MA-10002864,"Okidata Calculator, White",Machines,45.99,56.57,5,229.95000000000002,10.58,52.9
2020-03-16,3,2020,FUR-FU-10001063,"Eldon Light Bulb, Black",Furnishings,22.99,26.67,3,68.97,3.68,11.04
2021-12-04,12,2021,TEC-PH-10003492,"Cisco Audio Dock, Full Size",Phones,155.99,201.23,3,467.97,45.24,135.72
2021-12-04,12,2021,OFF-LA-10001676,"Hon Removable Labels, Adjustable",Labels,7.99,9.51,9,71.91,1.52,13.68
2021-12-04,12,2021,TEC-AC-10002738,"Belkin Memory Card, Programmable",Accessories,115.99,127.59,4,463.96,11.6,46.4
2021-12-15,12,2021,TEC-AC-10004341,"Belkin Mouse, USB",Accessories,40.99,47.14,2,81.98,6.15,12.3
2019-04-10,4,2019,OFF-BI-10002459,"Cardinal Binding Machine, Recycled",Binders,49.99,61.99,5,249.95000000000002,12.0,60.0
2019-04-10,4,2019,OFF-SU-10004627,"Stiletto Box Cutter, High Speed",Supplies,35.99,44.27,4,143.96,8.28,33.12
2022-10-08,10,2022,OFF-BI-10001124,"Ibico Binder Covers, Clear",Binders,12.99,16.24,2,25.98,3.25,6.5
2022-10-08,10,2022,OFF-BI-10002289,"Ibico Binder, Economy",Binders,14.99,17.54,1,14.99,2.55,2.55
2022-10-08,10,2022,OFF-ST-10002555,"Eldon Lockers, Industrial",Storage,178.99,200.47,3,536.97,21.48,64.44
2022-09-11,9,2022,OFF-BI-10000734,"Avery Binding Machine, Recycled",Binders,48.99,58.79,2,97.98,9.8,19.6
2021-02-20,2,2021,OFF-AR-10002255,"Boston Sketch Pad, Water Color",Art,51.99,67.59,8,415.92,15.6,124.8
2021-02-20,2,2021,OFF-ST-10001858,"Tenex Shelving, Single Width",Storage,21.99,24.63,2,43.98,2.64,5.28
2020-10-06,10,2020,FUR-FU-10000468,"Advantus Frame, Durable",Furnishings,107.99,139.31,9,971.91,31.32,281.88
2020-10-06,10,2020,OFF-BI-10002738,"Acco Index Tab, Clear",Binders,7.99,9.67,2,15.98,1.68,3.36
2020-10-06,10,2020,OFF-EN-10003834,"Cameo Business Envelopes, Recycled",Envelopes,18.99,20.89,4,75.96,1.9,7.6
2022-06-17,6,2022,OFF-ST-10004482,"Rogers Shelving, Industrial",Storage,62.99,78.11,4,251.96,15.12,60.48
2022-09-16,9,2022,OFF-ST-10000648,"Eldon File Cart, Industrial",Storage,114.99,129.94,3,344.96999999999997,14.95,44.85
2022-09-16,9,2022,OFF-PA-10004480,"Eaton Cards & Envelopes, Recycled",Paper,22.99,28.74,2,45.98,5.75,11.5
2019-11-30,11,2019,FUR-FU-10000468,"Advantus Frame, Durable",Furnishings,107.99,139.31,2,215.98,31.32,62.64
2022-06-05,6,2022,OFF-ST-10002175,"Fellowes Lockers, Single Width",Storage,206.99,231.83,3,620.97,24.84,74.52
2022-06-05,6,2022,OFF-AR-10003457,"Sanford Sketch Pad, Water Color",Art,23.99,27.83,7,167.92999999999998,3.84,26.88
2022-06-05,6,2022,OFF-SU-10001633,"Stiletto Letter Opener, Easy Grip",Supplies,14.99,17.24,2,29.98,2.25,4.5
2022-09-26,9,2022,FUR-CH-10004506,"Novimex Steel Folding Chair, Set of Two",Chairs,41.99,47.03,3,125.97,5.04,15.12
2022-09-26,9,2022,OFF-ST-10004377,"Rogers File Cart, Single Width",Storage,84.99,101.99,8,679.92,17.0,136.0
2020-10-14,10,2020,TEC-PH-10000258,"Motorola Audio Dock, Cordless",Phones,87.99,106.47,2,175.98,18.48,36.96
2020-10-14,10,2020,TEC-CO-10000620,"Brother Wireless Fax, Digital",Copiers,377.99,446.03,2,755.98,68.04,136.08
2022-11-11,11,2022,TEC-PH-10004910,"Samsung Signal Booster, Full Size",Phones,123.99,138.87,7,867.93,14.88,104.16
2021-04-08,4,2021,TEC-CO-10004042,"Brother Wireless Fax, Laser",Copiers,188.99,236.24,2,377.98,47.25,94.5
2022-05-04,5,2022,OFF-BI-10001833,"Ibico Hole Reinforcements, Recycled",Binders,6.99,8.25,7,48.93,1.26,8.82
2021-07-30,7,2021,OFF-FA-10004239,"Advantus Staples, Metal",Fasteners,10.99,12.42,2,21.98,1.43,2.86
2019-05-09,5,2019,OFF-AR-10000659,"BIC Pencil Sharpener, Fluorescent",Art,29.99,34.79,2,59.98,4.8,9.6
2022-12-04,12,2022,TEC-CO-10002174,"HP Copy Machine, Laser",Copiers,242.99,281.87,1,242.99,38.88,38.88
2019-08-27,8,2019,OFF-ST-10001576,"Tenex Folders, Blue",Storage,13.99,17.35,2,27.98,3.36,6.72
2019-08-27,8,2019,OFF-ST-10004020,"Tenex Lockers, Single Width",Storage,183.99,224.47,14,2575.86,40.48,566.72
2019-08-27,8,2019,OFF-SU-10002379,"Fiskars Letter Opener, High Speed",Supplies,26.99,33.47,6,161.94,6.48,38.88
2022-09-18,9,2022,TEC-PH-10003492,"Cisco Audio Dock, Full Size",Phones,155.99,201.23,3,467.97,45.24,135.72
2022-09-18,9,2022,OFF-BI-10002459,"Cardinal Binding Machine, Recycled",Binders,49.99,61.99,4,199.96,12.0,48.0
2020-06-16,6,2020,OFF-AR-10001190,"Boston Canvas, Easy-Erase",Art,26.99,31.04,4,107.96,4.05,16.2
2020-08-30,8,2020,TEC-PH-10004823,"Nokia Smart Phone, Full Size",Phones,541.99,699.17,9,4877.91,157.18,1414.62
2020-08-18,8,2020,OFF-BI-10003650,"Ibico Index Tab, Clear",Binders,8.99,10.88,7,62.93,1.89,13.23
2020-08-18,8,2020,OFF-SU-10003160,"Acme Ruler, High Speed",Supplies,16.99,18.69,3,50.97,1.7,5.1
2020-02-23,2,2020,OFF-LA-10002995,"Avery Removable Labels, Adjustable",Labels,8.99,11.15,5,44.95,2.16,10.8
2020-02-23,2,2020,TEC-MA-10000687,"Konica Calculator, Red",Machines,40.99,45.5,2,81.98,4.51,9.02
2021-08-12,8,2021,FUR-FU-10001252,"Eldon Frame, Duo Pack",Furnishings,115.99,136.87,1,115.99,20.88,20.88
2022-10-11,10,2022,OFF-AR-10001482,"Stanley Markers, Easy-Erase",Art,10.99,12.86,3,32.97,1.87,5.61
2022-10-11,10,2022,OFF-AR-10001418,"BIC Markers, Easy-Erase",Art,26.99,33.74,9,242.91,6.75,60.75
2022-10-11,10,2022,TEC-CO-10002240,"Canon Copy Machine, High-Speed",Copiers,259.99,335.39,1,259.99,75.4,75.4
2022-04-15,4,2022,TEC-PH-10003774,"Cisco Headset, with Caller ID",Phones,79.99,96.79,2,159.98,16.8,33.6
2019-04-19,4,2019,OFF-EN-10004150,"GlobeWeis Business Envelopes, Recycled",Envelopes,14.99,18.74,3,44.97,3.75,11.25
2023-03-09,3,2023,FUR-FU-10001086,"Advantus Frame, Black",Furnishings,110.99,133.19,2,221.98,22.2,44.4
2023-03-09,3,2023,OFF-SU-10003357,"Fiskars Shears, Steel",Supplies,46.99,52.16,2,93.98,5.17,10.34
2021-06-09,6,2021,OFF-BI-10002986,"Avery Binder Covers, Recycled",Binders,10.99,13.85,4,43.96,2.86,11.44
2022-10-11,10,2022,OFF-ST-10002271,"Rogers Shelving, Wire Frame",Storage,60.99,77.46,5,304.95,16.47,82.35
2022-10-11,10,2022,OFF-BI-10000542,"Wilson Jones 3-Hole Punch, Durable",Binders,28.99,37.69,2,57.98,8.7,17.4
2022-10-11,10,2022,OFF-AR-10000475,"Sanford Canvas, Blue",Art,44.99,53.54,2,89.98,8.55,17.1
2022-10-11,10,2022,OFF-AR-10002454,"Binney & Smith Canvas, Water Color",Art,54.99,70.39,2,109.98,15.4,30.8
2022-10-11,10,2022,OFF-ST-10001758,"Rogers Lockers, Blue",Storage,211.99,243.79,1,211.99,31.8,31.8
2020-06-16,6,2020,OFF-FA-10003463,"OIC Thumb Tacks, Assorted Sizes",Fasteners,11.99,14.15,4,47.96,2.16,8.64
2020-06-16,6,2020,TEC-MA-10004198,"Panasonic Card Printer, White",Machines,171.99,190.91,5,859.95,18.92,94.6
2020-06-16,6,2020,OFF-AR-10000316,"Stanley Pens, Blue",Art,9.99,12.29,3,29.97,2.3,6.9
2020-06-16,6,2020,FUR-CH-10001726,"Office Star Steel Folding Chair, Adjustable",Chairs,84.99,94.34,3,254.96999999999997,9.35,28.05
2020-06-16,6,2020,FUR-BO-10003991,"Bush Classic Bookcase, Traditional",Bookcases,370.99,474.87,2,741.98,103.88,207.76
2022-02-15,2,2022,FUR-TA-10004219,"Bevis Computer Table, with Bottom Storage",Tables,322.99,384.36,4,1291.96,61.37,245.48
2022-02-15,2,2022,FUR-FU-10004579,"Deflect-O Door Stop, Duo Pack",Furnishings,43.99,56.31,2,87.98,12.32,24.64
2021-09-28,9,2021,OFF-AP-10004183,"Breville Microwave, Red",Appliances,301.99,332.19,3,905.97,30.2,90.6
2021-09-28,9,2021,OFF-AR-10002805,"Boston Sketch Pad, Blue",Art,48.99,59.28,4,195.96,10.29,41.16
2021-09-28,9,2021,OFF-AR-10003377,"Boston Pencil Sharpener, Easy-Erase",Art,29.99,37.19,3,89.97,7.2,21.6
2021-09-28,9,2021,OFF-AR-10000584,"Sanford Pencil Sharpener, Water Color",Art,25.99,33.01,4,103.96,7.02,28.08
2021-09-28,9,2021,TEC-PH-10002759,"Cisco Smart Phone, Cordless",Phones,585.99,738.35,3,1757.97,152.36,457.08
2021-09-28,9,2021,OFF-EN-10000788,"Jiffy Manila Envelope, Security-Tint",Envelopes,27.99,35.83,2,55.98,7.84,15.68
2022-09-01,9,2022,FUR-CH-10002085,"Novimex Steel Folding Chair, Red",Chairs,73.99,82.87,2,147.98,8.88,17.76
2021-11-16,11,2021,OFF-BI-10004712,"Cardinal Hole Reinforcements, Clear",Binders,4.99,5.89,3,14.97,0.9,2.7
2021-01-20,1,2021,OFF-LA-10004285,"Smead Legal Exhibit Labels, Laser Printer Compatible",Labels,10.99,13.41,2,21.98,2.42,4.84
2021-01-20,1,2021,OFF-ST-10004996,"Tenex Trays, Blue",Storage,32.99,39.92,3,98.97,6.93,20.79
2021-01-20,1,2021,OFF-AP-10003334,"Cuisinart Coffee Grinder, Silver",Appliances,15.99,20.31,6,95.94,4.32,25.92
2021-01-20,1,2021,OFF-ST-10002720,"Rogers Shelving, Blue",Storage,36.99,47.35,6,221.94,10.36,62.16
2019-10-27,10,2019,TEC-PH-10000641,"Motorola Headset, Full Size",Phones,48.99,56.83,4,195.96,7.84,31.36
2023-03-25,3,2023,OFF-AP-10001099,"Hoover Stove, Black",Appliances,510.99,602.97,2,1021.98,91.98,183.96
2020-06-09,6,2020,OFF-ST-10002555,"Eldon Lockers, Industrial",Storage,178.99,200.47,3,536.97,21.48,64.44
2020-06-09,6,2020,OFF-BI-10004446,"Acco Binding Machine, Economy",Binders,25.99,33.79,4,103.96,7.8,31.2
2020-06-06,6,2020,OFF-FA-10000179,"Advantus Paper Clips, Metal",Fasteners,12.99,14.94,4,51.96,1.95,7.8
2020-06-06,6,2020,OFF-ST-10002042,"Fellowes Folders, Industrial",Storage,12.99,15.46,1,12.99,2.47,2.47
2023-03-15,3,2023,OFF-FA-10004344,"Advantus Thumb Tacks, Assorted Sizes",Fasteners,10.99,13.85,2,21.98,2.86,5.72
2021-09-17,9,2021,TEC-PH-10000070,"Nokia Headset, with Caller ID",Phones,43.99,50.59,4,175.96,6.6,26.4
2021-02-10,2,2021,OFF-ST-10001091,"Smead Box, Industrial",Storage,5.99,7.25,4,23.96,1.26,5.04
2021-02-10,2,2021,OFF-PA-10001466,"Eaton Computer Printout Paper, 8.5 x 11",Paper,30.99,36.57,4,123.96,5.58,22.32
2019-12-16,12,2019,OFF-BI-10002225,"Cardinal Binding Machine, Durable",Binders,50.99,59.15,2,101.98,8.16,16.32
2020-07-12,7,2020,OFF-BI-10000312,"Cardinal Binder Covers, Economy",Binders,11.99,15.47,7,83.93,3.48,24.36
2020-07-12,7,2020,OFF-FA-10001097,"Accos Paper Clips, Assorted Sizes",Fasteners,13.99,17.91,5,69.95,3.92,19.6
2020-07-12,7,2020,OFF-ST-10001460,"Smead Trays, Industrial",Storage,43.99,50.59,1,43.99,6.6,6.6
2020-12-22,12,2020,OFF-FA-10001680,"OIC Push Pins, Metal",Fasteners,14.99,17.24,3,44.97,2.25,6.75
2020-12-22,12,2020,TEC-PH-10002597,"Apple Signal Booster, with Caller ID",Phones,136.99,152.06,6,821.94,15.07,90.42
2020-12-22,12,2020,TEC-AC-10004221,"Logitech Memory Card, Programmable",Accessories,104.99,127.04,3,314.96999999999997,22.05,66.15
2021-03-28,3,2021,OFF-BI-10003124,"Cardinal Hole Reinforcements, Durable",Binders,6.99,8.18,4,27.96,1.19,4.76
2021-03-28,3,2021,OFF-AR-10000980,"Sanford Pencil Sharpener, Water Color",Art,25.99,33.01,3,77.97,7.02,21.06
2019-05-21,5,2019,OFF-LA-10004332,"Novimex File Folder Labels, Adjustable",Labels,5.99,6.71,3,17.97,0.72,2.16
2022-11-14,11,2022,TEC-MA-10000982,"Konica Inkjet, Wireless",Machines,312.99,381.85,7,2190.9300000000003,68.86,482.02
2019-11-10,11,2019,OFF-AR-10001482,"Stanley Markers, Easy-Erase",Art,10.99,12.86,1,10.99,1.87,1.87
2021-09-26,9,2021,FUR-FU-10000905,"Eldon Door Stop, Erganomic",Furnishings,48.99,57.32,2,97.98,8.33,16.66
2021-09-26,9,2021,OFF-FA-10000999,"OIC Thumb Tacks, 12 Pack",Fasteners,13.99,16.37,3,41.97,2.38,7.14
2021-09-26,9,2021,FUR-FU-10000142,"Tenex Stacking Tray, Erganomic",Furnishings,21.99,26.17,3,65.97,4.18,12.54
2022-12-15,12,2022,OFF-FA-10002577,"Stockwell Push Pins, 12 Pack",Fasteners,12.99,14.29,2,25.98,1.3,2.6
2019-08-04,8,2019,FUR-CH-10002830,"Office Star Rocking Chair, Red",Chairs,126.99,160.01,4,507.96,33.02,132.08
2022-12-28,12,2022,OFF-AR-10001720,"Stanley Canvas, Blue",Art,48.99,61.24,14,685.86,12.25,171.5
2022-12-28,12,2022,FUR-BO-10004709,"Bush Classic Bookcase, Pine",Bookcases,413.99,529.91,7,2897.9300000000003,115.92,811.44
2022-12-28,12,2022,FUR-BO-10001834,"Ikea 3-Shelf Cabinet, Mobile",Bookcases,144.99,182.69,6,869.94,37.7,226.2
2022-12-28,12,2022,OFF-EN-10003547,"Jiffy Interoffice Envelope, Set of 50",Envelopes,45.99,57.49,7,321.93,11.5,80.5
2022-12-28,12,2022,OFF-AR-10000307,"Binney & Smith Markers, Easy-Erase",Art,23.99,29.75,3,71.97,5.76,17.28
2020-12-13,12,2020,OFF-AR-10000475,"Sanford Canvas, Blue",Art,44.99,53.54,1,44.99,8.55,8.55
2021-09-26,9,2021,OFF-BI-10002570,"Cardinal 3-Hole Punch, Clear",Binders,13.99,17.21,3,41.97,3.22,9.66
2021-09-26,9,2021,FUR-BO-10004408,"Dania Stackable Bookrack, Pine",Bookcases,110.99,134.3,4,443.96,23.31,93.24
2021-09-26,9,2021,OFF-BI-10004801,"Acco Binding Machine, Durable",Binders,52.99,63.59,3,158.97,10.6,31.8
2021-09-26,9,2021,FUR-TA-10003790,"Bevis Computer Table, Fully Assembled",Tables,246.99,274.16,4,987.96,27.17,108.68
2021-09-26,9,2021,OFF-PA-10003956,"SanDisk Parchment Paper, Recycled",Paper,16.99,18.86,4,67.96,1.87,7.48
2021-09-26,9,2021,OFF-SU-10001125,"Stiletto Letter Opener, High Speed",Supplies,27.99,31.07,4,111.96,3.08,12.32
2021-09-26,9,2021,TEC-MA-10001298,"StarTech Receipt Printer, Wireless",Machines,65.99,83.15,1,65.99,17.16,17.16
2021-09-26,9,2021,OFF-BI-10004554,"Avery Index Tab, Clear",Binders,5.99,6.95,3,17.97,0.96,2.88
2021-09-26,9,2021,OFF-BI-10001384,"Cardinal Binder, Economy",Binders,11.99,14.39,1,11.99,2.4,2.4
2023-01-20,1,2023,OFF-ST-10003335,"Smead Box, Blue",Storage,4.99,5.59,5,24.950000000000003,0.6,3.0
2022-07-30,7,2022,FUR-CH-10002085,"Novimex Steel Folding Chair, Red",Chairs,73.99,82.87,2,147.98,8.88,17.76
2020-08-25,8,2020,TEC-AC-10004997,"Belkin Memory Card, Bluetooth",Accessories,102.99,118.44,4,411.96,15.45,61.8
2021-02-24,2,2021,TEC-CO-10004662,"Hewlett Fax Machine, Color",Copiers,320.99,404.45,1,320.99,83.46,83.46
2021-02-24,2,2021,FUR-BO-10003604,"Ikea Corner Shelving, Mobile",Bookcases,125.99,157.49,7,881.93,31.5,220.5
2019-10-30,10,2019,FUR-FU-10002019,"Eldon Photo Frame, Black",Furnishings,57.99,73.07,2,115.98,15.08,30.16
2019-08-22,8,2019,OFF-BI-10000844,"Wilson Jones Hole Reinforcements, Economy",Binders,1.99,2.21,2,3.98,0.22,0.44
2019-08-22,8,2019,OFF-FA-10001724,"Advantus Paper Clips, Assorted Sizes",Fasteners,13.99,16.51,2,27.98,2.52,5.04
2019-08-22,8,2019,FUR-BO-10003028,"Sauder 3-Shelf Cabinet, Mobile",Bookcases,168.99,189.27,6,1013.94,20.28,121.68
2021-01-30,1,2021,FUR-FU-10001950,"Eldon Door Stop, Black",Furnishings,49.99,64.49,4,199.96,14.5,58.0
2022-02-22,2,2022,OFF-AP-10001178,"KitchenAid Stove, Red",Appliances,512.99,651.5,9,4616.91,138.51,1246.59
2022-02-22,2,2022,OFF-ST-10000020,"Fellowes Folders, Single Width",Storage,25.99,29.63,3,77.97,3.64,10.92
2023-03-19,3,2023,OFF-AP-10001266,"Hoover Toaster, Black",Appliances,74.99,84.74,3,224.96999999999997,9.75,29.25
2023-03-19,3,2023,FUR-BO-10004630,"Ikea Library with Doors, Mobile",Bookcases,328.99,398.08,2,657.98,69.09,138.18
2023-03-19,3,2023,OFF-BI-10003774,"Cardinal 3-Hole Punch, Durable",Binders,29.99,33.89,7,209.92999999999998,3.9,27.3
2023-03-19,3,2023,OFF-PA-10001212,"Xerox Message Books, Recycled",Paper,19.99,25.19,1,19.99,5.2,5.2
2023-03-19,3,2023,TEC-CO-10000620,"Brother Wireless Fax, Digital",Copiers,377.99,446.03,3,1133.97,68.04,204.12
2023-03-19,3,2023,TEC-AC-10003415,"SanDisk Router, Erganomic",Accessories,253.99,292.09,2,507.98,38.1,76.2
2023-03-19,3,2023,OFF-ST-10004377,"Rogers File Cart, Single Width",Storage,84.99,101.99,3,254.96999999999997,17.0,51.0
2023-03-19,3,2023,TEC-CO-10000407,"HP Copy Machine, Color",Copiers,205.99,226.59,1,205.99,20.6,20.6
2021-02-09,2,2021,TEC-AC-10002204,"Belkin Flash Drive, Erganomic",Accessories,39.99,44.39,4,159.96,4.4,17.6
2021-05-17,5,2021,FUR-BO-10003103,"Ikea Classic Bookcase, Metal",Bookcases,369.99,436.59,3,1109.97,66.6,199.8
2022-10-02,10,2022,OFF-ST-10001142,"Smead Folders, Wire Frame",Storage,14.99,19.04,2,29.98,4.05,8.1
2021-10-30,10,2021,OFF-LA-10000296,"Hon Color Coded Labels, Adjustable",Labels,10.99,12.09,3,32.97,1.1,3.3
2021-10-30,10,2021,OFF-BI-10002894,"Avery Binding Machine, Durable",Binders,49.99,55.99,1,49.99,6.0,6.0
2021-06-05,6,2021,OFF-EN-10002465,"Cameo Business Envelopes, Set of 50",Envelopes,19.99,25.99,2,39.98,6.0,12.0
2021-06-05,6,2021,OFF-LA-10002995,"Avery Removable Labels, Adjustable",Labels,8.99,11.15,3,26.97,2.16,6.48
2021-06-05,6,2021,OFF-SU-10000782,"Fiskars Shears, Serrated",Supplies,21.99,26.83,2,43.98,4.84,9.68
2020-05-24,5,2020,OFF-AR-10003005,"Boston Markers, Fluorescent",Art,27.99,33.87,3,83.97,5.88,17.64
2023-01-06,1,2023,OFF-AR-10001230,"Binney & Smith Markers, Water Color",Art,26.99,34.01,1,26.99,7.02,7.02
2023-01-06,1,2023,TEC-AC-10001089,"Enermax Keyboard, Erganomic",Accessories,80.99,91.52,2,161.98,10.53,21.06
2023-01-06,1,2023,OFF-BI-10001544,"Wilson Jones Hole Reinforcements, Clear",Binders,3.99,4.75,8,31.92,0.76,6.08
2023-01-06,1,2023,OFF-LA-10003967,"Smead Color Coded Labels, Adjustable",Labels,10.99,12.86,5,54.95,1.87,9.35
2021-10-20,10,2021,OFF-AR-10002805,"Boston Sketch Pad, Blue",Art,48.99,59.28,10,489.90000000000003,10.29,102.9
2021-10-20,10,2021,FUR-TA-10002544,"Barricks Training Table, Fully Assembled",Tables,159.99,179.19,2,319.98,19.2,38.4
2021-10-20,10,2021,OFF-PA-10002534,"Green Bar Memo Slips, Multicolor",Paper,8.99,11.15,9,80.91,2.16,19.44
2021-10-20,10,2021,FUR-CH-10004774,"Novimex Executive Leather Armchair, Red",Chairs,459.99,584.19,5,2299.95,124.2,621.0
2022-07-11,7,2022,OFF-BI-10003650,"Ibico Index Tab, Clear",Binders,8.99,10.88,2,17.98,1.89,3.78
2021-07-29,7,2021,OFF-AR-10000399,"Stanley Canvas, Water Color",Art,52.99,66.77,3,158.97,13.78,41.34
2022-11-20,11,2022,OFF-BI-10000341,"Ibico Binding Machine, Recycled",Binders,51.99,66.55,2,103.98,14.56,29.12
2019-11-30,11,2019,TEC-MA-10004534,"Konica Printer, Wireless",Machines,227.99,266.75,3,683.97,38.76,116.28
2019-11-30,11,2019,OFF-ST-10004996,"Tenex Trays, Blue",Storage,32.99,39.92,3,98.97,6.93,20.79
2022-11-25,11,2022,OFF-AR-10002485,"Boston Markers, Easy-Erase",Art,23.99,29.75,5,119.94999999999999,5.76,28.8
2023-03-19,3,2023,TEC-PH-10003762,"Motorola Smart Phone, Full Size",Phones,577.99,699.37,8,4623.92,121.38,971.04
2022-03-09,3,2022,OFF-BI-10003124,"Cardinal Hole Reinforcements, Durable",Binders,6.99,8.18,3,20.97,1.19,3.57
