,DATE,MONTH,YEAR,PRODUCT_ID,PRODUCT_NAME,CATEGORY,BUY_PRICE,SELL_PRICE,QUANTITY,SALES,PROFIT_PER_ITEM,PROFIT
716,2023-03-11,3,2023,OFF-EN-10000271,"Kraft Peel and Seal, with clear poly window",Envelopes,23.99,27.59,6,143.94,3.6,21.6
717,2023-03-11,3,2023,OFF-EN-10003785,"GlobeWeis Mailers, Set of 50",Envelopes,38.99,44.06,4,155.96,5.07,20.28
718,2020-08-22,8,2020,OFF-EN-10003962,"GlobeWeis Clasp Envelope, Set of 50",Envelopes,9.99,12.89,8,79.92,2.9,23.2
719,2019-11-19,11,2019,TEC-CO-10000070,"Hewlett Copy Machine, High-Speed",Copiers,223.99,250.87,7,1567.93,26.88,188.16
720,2020-04-06,4,2020,TEC-PH-10002935,"Samsung Smart Phone, VoIP",Phones,635.99,788.63,3,1907.97,152.64,457.92
721,2020-04-06,4,2020,TEC-AC-10001564,"Logitech Numeric Keypad, Erganomic",Accessories,43.99,55.87,1,43.99,11.88,11.88
722,2020-11-23,11,2020,FUR-TA-10001228,"Bevis Training Table, Rectangular",Tables,182.99,215.93,5,914.95,32.94,164.7
723,2020-11-23,11,2020,FUR-FU-10004608,"Advantus Door Stop, Erganomic",Furnishings,43.99,49.27,3,131.97,5.28,15.84
724,2020-11-23,11,2020,TEC-MA-10003743,"StarTech Printer, Durable",Machines,230.99,286.43,3,692.97,55.44,166.32
725,2019-12-15,12,2019,OFF-LA-10000508,"Harbour Creations Round Labels, 5000 Label Set",Labels,6.99,8.04,3,20.97,1.05,3.15
726,2022-02-28,2,2022,OFF-LA-10003290,"Hon Round Labels, Adjustable",Labels,4.99,5.94,1,4.99,0.95,0.95
727,2021-12-24,12,2021,TEC-PH-10004825,"Cisco Headset, VoIP",Phones,43.99,56.75,2,87.98,12.76,25.52
728,2021-12-24,12,2021,OFF-EN-10003748,"Ames Mailers, with clear poly window",Envelopes,19.99,25.79,3,59.97,5.8,17.4
729,2021-12-24,12,2021,TEC-CO-10000070,"Hewlett Copy Machine, High-Speed",Copiers,223.99,250.87,2,447.98,26.88,53.76
730,2021-12-24,12,2021,TEC-PH-10004635,"Samsung Office Telephone, with Caller ID",Phones,32.99,40.25,6,197.94,7.26,43.56
731,2021-12-24,12,2021,TEC-PH-10003963,"Apple Signal Booster, Full Size",Phones,137.99,172.49,1,137.99,34.5,34.5
732,2021-12-24,12,2021,OFF-EN-10002240,"GlobeWeis Clasp Envelope, with clear poly window",Envelopes,6.99,8.6,3,20.97,1.61,4.83
733,2022-09-17,9,2022,FUR-CH-10002782,"Office Star Executive Leather Armchair, Adjustable",Chairs,422.99,532.97,5,2114.95,109.98,549.9
734,2022-09-17,9,2022,OFF-BI-10004220,"Cardinal 3-Hole Punch, Recycled",Binders,28.99,36.24,5,144.95,7.25,36.25
735,2022-09-17,9,2022,OFF-AR-10003377,"Boston Pencil Sharpener, Easy-Erase",Art,29.99,37.19,4,119.96,7.2,28.8
736,2023-03-29,3,2023,OFF-ST-10000300,"Eldon Folders, Wire Frame",Storage,15.99,20.15,4,63.96,4.16,16.64
737,2022-03-26,3,2022,OFF-AR-10000184,"Boston Pencil Sharpener, Water Color",Art,31.99,39.03,2,63.98,7.04,14.08
738,2021-08-17,8,2021,TEC-AC-10004753,"Logitech Memory Card, Erganomic",Accessories,50.99,65.78,6,305.94,14.79,88.74
739,2023-02-06,2,2023,OFF-AR-10001462,"Stanley Highlighters, Fluorescent",Art,15.99,18.71,2,31.98,2.72,5.44
740,2020-10-18,10,2020,OFF-PA-10004923,"Xerox Memo Slips, Multicolor",Paper,14.99,19.19,4,59.96,4.2,16.8
741,2020-10-18,10,2020,OFF-BI-10002894,"Avery Binding Machine, Durable",Binders,49.99,55.99,1,49.99,6.0,6.0
742,2020-10-18,10,2020,FUR-BO-10003333,"Sauder Stackable Bookrack, Traditional",Bookcases,145.99,189.79,2,291.98,43.8,87.6
743,2023-01-12,1,2023,OFF-LA-10003295,"Harbour Creations Color Coded Labels, Alphabetical",Labels,12.99,15.72,7,90.93,2.73,19.11
744,2023-01-12,1,2023,OFF-FA-10002619,"Stockwell Rubber Bands, Metal",Fasteners,15.99,18.55,2,31.98,2.56,5.12
745,2023-01-12,1,2023,OFF-BI-10003708,"Cardinal Binder, Recycled",Binders,13.99,17.21,2,27.98,3.22,6.44
746,2023-01-12,1,2023,TEC-PH-10000026,"Nokia Office Telephone, Cordless",Phones,57.99,69.01,4,231.96,11.02,44.08
747,2023-01-12,1,2023,OFF-SU-10001791,"Elite Box Cutter, Serrated",Supplies,31.99,37.43,8,255.92,5.44,43.52
748,2021-09-08,9,2021,OFF-FA-10004344,"Advantus Thumb Tacks, Assorted Sizes",Fasteners,10.99,13.85,4,43.96,2.86,11.44
749,2022-03-24,3,2022,OFF-BI-10001754,"Ibico Binder Covers, Recycled",Binders,13.99,15.95,1,13.99,1.96,1.96
750,2022-11-26,11,2022,OFF-BI-10002459,"Cardinal Binding Machine, Recycled",Binders,49.99,61.99,3,149.97,12.0,36.0
751,2022-11-26,11,2022,FUR-CH-10002819,"SAFCO Chairmat, Red",Chairs,53.99,66.41,3,161.97,12.42,37.26
752,2020-11-17,11,2020,OFF-BI-10002570,"Acco Binder Covers, Clear",Binders,12.99,14.68,5,64.95,1.69,8.45
753,2020-11-17,11,2020,OFF-AR-10001714,"Binney & Smith Markers, Fluorescent",Art,24.99,27.99,3,74.97,3.0,9.0
754,2020-11-17,11,2020,OFF-BI-10000542,"Wilson Jones 3-Hole Punch, Durable",Binders,28.99,37.69,3,86.97,8.7,26.1
755,2022-05-24,5,2022,OFF-BI-10001717,"Avery Hole Reinforcements, Durable",Binders,5.99,7.01,3,17.97,1.02,3.06
756,2022-05-24,5,2022,OFF-FA-10000834,"Advantus Staples, Assorted Sizes",Fasteners,7.99,9.75,2,15.98,1.76,3.52
757,2022-05-24,5,2022,FUR-CH-10001726,"Office Star Steel Folding Chair, Adjustable",Chairs,84.99,94.34,5,424.95,9.35,46.75
758,2022-05-24,5,2022,TEC-AC-10001660,"Enermax Flash Drive, USB",Accessories,41.99,47.03,2,83.98,5.04,10.08
759,2019-11-27,11,2019,OFF-FA-10004474,"Advantus Rubber Bands, Metal",Fasteners,16.99,21.92,1,16.99,4.93,4.93
760,2021-02-12,2,2021,OFF-ST-10003322,"Eldon Shelving, Wire Frame",Storage,27.99,32.47,2,55.98,4.48,8.96
761,2021-02-12,2,2021,OFF-AR-10004884,"Sanford Pens, Fluorescent",Art,11.99,15.35,1,11.99,3.36,3.36
762,2021-02-12,2,2021,OFF-BI-10003917,"Wilson Jones 3-Hole Punch, Recycled",Binders,27.99,36.39,1,27.99,8.4,8.4
763,2021-02-12,2,2021,OFF-PA-10000393,"Xerox Memo Slips, 8.5 x 11",Paper,17.99,21.05,2,35.98,3.06,6.12
764,2021-02-12,2,2021,OFF-AR-10002783,"Stanley Pencil Sharpener, Water Color",Art,24.99,31.74,5,124.95,6.75,33.75
765,2020-07-20,7,2020,OFF-AR-10000079,"Stanley Pencil Sharpener, Fluorescent",Art,24.99,30.99,5,124.95,6.0,30.0
766,2021-10-25,10,2021,OFF-AR-10003012,"Sanford Markers, Easy-Erase",Art,23.99,30.95,4,95.96,6.96,27.84
767,2021-10-25,10,2021,FUR-BO-10002812,"Sauder 3-Shelf Cabinet, Pine",Bookcases,150.99,173.64,3,452.97,22.65,67.95
768,2021-10-25,10,2021,TEC-PH-10002076,"Samsung Audio Dock, Full Size",Phones,167.99,186.47,2,335.98,18.48,36.96
769,2021-10-25,10,2021,FUR-BO-10004824,"Safco Stackable Bookrack, Traditional",Bookcases,133.99,167.49,2,267.98,33.5,67.0
770,2023-03-25,3,2023,OFF-AP-10002413,"Breville Coffee Grinder, Black",Appliances,60.99,77.46,3,182.97,16.47,49.41
771,2022-11-08,11,2022,OFF-FA-10001051,"OIC Rubber Bands, Metal",Fasteners,16.99,21.58,6,101.94,4.59,27.54
772,2022-11-08,11,2022,TEC-AC-10001187,"Memorex Keyboard, USB",Accessories,71.99,91.43,2,143.98,19.44,38.88
773,2022-11-08,11,2022,TEC-AC-10003403,"Enermax Router, USB",Accessories,258.99,310.79,7,1812.93,51.8,362.6
774,2019-11-26,11,2019,OFF-SU-10001813,"Kleencut Ruler, Easy Grip",Supplies,14.99,17.99,5,74.95,3.0,15.0
775,2021-12-27,12,2021,FUR-FU-10002937,"Rubbermaid Light Bulb, Durable",Furnishings,9.99,11.39,3,29.97,1.4,4.2
776,2021-12-27,12,2021,OFF-AR-10000399,"Stanley Canvas, Water Color",Art,52.99,66.77,3,158.97,13.78,41.34
777,2021-12-27,12,2021,OFF-BI-10000179,"Wilson Jones 3-Hole Punch, Economy",Binders,27.99,35.55,5,139.95,7.56,37.8
778,2021-12-27,12,2021,FUR-BO-10002708,"Dania Library with Doors, Pine",Bookcases,363.99,469.55,3,1091.97,105.56,316.68
779,2021-10-22,10,2021,OFF-AR-10003466,"Binney & Smith Highlighters, Easy-Erase",Art,16.99,19.03,5,84.94999999999999,2.04,10.2
780,2021-03-18,3,2021,OFF-BI-10003917,"Wilson Jones 3-Hole Punch, Recycled",Binders,27.99,36.39,1,27.99,8.4,8.4
781,2020-05-12,5,2020,OFF-BI-10002570,"Acco Binder Covers, Clear",Binders,12.99,14.68,1,12.99,1.69,1.69
782,2020-05-12,5,2020,OFF-ST-10000624,"Eldon File Cart, Single Width",Storage,114.99,133.39,6,689.9399999999999,18.4,110.4
783,2020-05-12,5,2020,OFF-AR-10000502,"BIC Highlighters, Easy-Erase",Art,18.99,24.12,2,37.98,5.13,10.26
784,2020-05-12,5,2020,OFF-BI-10003708,"Cardinal Binder, Recycled",Binders,13.99,17.21,3,41.97,3.22,9.66
785,2020-05-12,5,2020,FUR-CH-10000857,"Harbour Creations Rocking Chair, Black",Chairs,129.99,145.59,5,649.95,15.6,78.0
786,2022-05-17,5,2022,OFF-SU-10004244,"Elite Letter Opener, Easy Grip",Supplies,13.99,17.63,2,27.98,3.64,7.28
787,2021-03-06,3,2021,OFF-BI-10002738,"Acco Index Tab, Clear",Binders,7.99,9.67,3,23.97,1.68,5.04
788,2021-07-09,7,2021,OFF-SU-10000429,"Elite Ruler, Easy Grip",Supplies,14.99,19.49,2,29.98,4.5,9.0
789,2021-07-09,7,2021,OFF-BI-10000308,"Cardinal Binder Covers, Durable",Binders,13.99,16.51,2,27.98,2.52,5.04
790,2021-03-28,3,2021,TEC-CO-10003523,"Brother Wireless Fax, High-Speed",Copiers,319.99,409.59,1,319.99,89.6,89.6
791,2020-06-20,6,2020,OFF-AR-10000799,"Sanford Highlighters, Easy-Erase",Art,13.99,17.35,2,27.98,3.36,6.72
792,2022-12-25,12,2022,OFF-BI-10002047,"Acco Index Tab, Durable",Binders,8.99,10.7,7,62.93,1.71,11.97
793,2023-03-30,3,2023,FUR-BO-10003541,"Bush Classic Bookcase, Metal",Bookcases,370.99,456.32,1,370.99,85.33,85.33
794,2022-10-14,10,2022,OFF-AR-10000823,"Stanley Pens, Water Color",Art,6.99,8.11,5,34.95,1.12,5.6
795,2022-10-14,10,2022,OFF-AR-10001777,"Binney & Smith Sketch Pad, Water Color",Art,49.99,60.49,7,349.93,10.5,73.5
796,2022-11-05,11,2022,TEC-CO-10001425,"HP Personal Copier, Color",Copiers,106.99,129.46,3,320.97,22.47,67.41
797,2020-09-16,9,2020,OFF-PA-10004450,"Xerox Cards & Envelopes, Recycled",Paper,44.99,55.79,3,134.97,10.8,32.4
798,2020-09-16,9,2020,OFF-ST-10001646,"Fellowes Box, Wire Frame",Storage,10.99,14.29,5,54.95,3.3,16.5
799,2021-12-25,12,2021,TEC-PH-10002597,"Apple Signal Booster, with Caller ID",Phones,136.99,152.06,3,410.97,15.07,45.21
800,2020-11-25,11,2020,OFF-BI-10001833,"Ibico Hole Reinforcements, Recycled",Binders,6.99,8.25,5,34.95,1.26,6.3
801,2020-11-25,11,2020,OFF-BI-10003124,"Cardinal Hole Reinforcements, Durable",Binders,6.99,8.18,4,27.96,1.19,4.76
802,2020-11-25,11,2020,FUR-BO-10002926,"Bush Stackable Bookrack, Mobile",Bookcases,123.99,152.51,3,371.97,28.52,85.56
803,2019-05-09,5,2019,OFF-BI-10002894,"Avery Binding Machine, Durable",Binders,49.99,55.99,2,99.98,6.0,12.0
804,2019-05-09,5,2019,OFF-BI-10004028,"Ibico Index Tab, Durable",Binders,8.99,10.16,4,35.96,1.17,4.68
805,2022-09-18,9,2022,OFF-ST-10001576,"Tenex Folders, Blue",Storage,13.99,17.35,2,27.98,3.36,6.72
806,2021-11-30,11,2021,OFF-PA-10004034,"Green Bar Parchment Paper, 8.5 x 11",Paper,20.99,26.45,2,41.98,5.46,10.92
807,2021-11-30,11,2021,OFF-BI-10001544,"Wilson Jones Hole Reinforcements, Clear",Binders,3.99,4.75,2,7.98,0.76,1.52
808,2021-11-30,11,2021,FUR-CH-10004676,"Office Star Rocking Chair, Black",Chairs,124.99,147.49,3,374.97,22.5,67.5
809,2021-02-28,2,2021,TEC-AC-10003172,"Memorex Numeric Keypad, Bluetooth",Accessories,44.99,55.79,7,314.93,10.8,75.6
810,2022-11-25,11,2022,OFF-AR-10000316,"Stanley Pens, Blue",Art,9.99,12.29,1,9.99,2.3,2.3
811,2019-05-03,5,2019,TEC-AC-10004791,"Belkin Keyboard, USB",Accessories,75.99,97.27,2,151.98,21.28,42.56
812,2020-07-28,7,2020,OFF-SU-10003509,"Stiletto Ruler, Easy Grip",Supplies,15.99,19.99,5,79.95,4.0,20.0
813,2020-07-28,7,2020,OFF-BI-10000620,"Wilson Jones Index Tab, Economy",Binders,5.99,7.43,2,11.98,1.44,2.88
814,2019-07-30,7,2019,OFF-ST-10004702,"Eldon Box, Single Width",Storage,8.99,10.16,4,35.96,1.17,4.68
815,2019-10-06,10,2019,OFF-PA-10001661,"SanDisk Computer Printout Paper, 8.5 x 11",Paper,33.99,38.41,7,237.93,4.42,30.94
816,2023-03-22,3,2023,TEC-PH-10004810,"Samsung Speaker Phone, Full Size",Phones,124.99,159.99,9,1124.91,35.0,315.0
817,2023-03-22,3,2023,FUR-CH-10003248,"SAFCO Bag Chairs, Black",Chairs,41.99,48.29,3,125.97,6.3,18.9
818,2023-03-22,3,2023,TEC-AC-10003335,"SanDisk Memory Card, Erganomic",Accessories,109.99,141.89,6,659.9399999999999,31.9,191.4
819,2023-03-22,3,2023,TEC-PH-10003137,"Nokia Signal Booster, Cordless",Phones,138.99,161.23,2,277.98,22.24,44.48
820,2019-08-14,8,2019,OFF-AR-10002454,"Binney & Smith Canvas, Water Color",Art,54.99,70.39,2,109.98,15.4,30.8
821,2019-08-14,8,2019,TEC-AC-10000089,"SanDisk Router, Bluetooth",Accessories,255.99,314.87,4,1023.96,58.88,235.52
822,2019-08-13,8,2019,OFF-BI-10001384,"Cardinal Binder, Economy",Binders,11.99,14.39,2,23.98,2.4,4.8
823,2019-06-13,6,2019,OFF-AR-10003457,"Sanford Sketch Pad, Water Color",Art,23.99,27.83,4,95.96,3.84,15.36
824,2019-10-27,10,2019,OFF-ST-10002151,"Eldon Box, Blue",Storage,8.99,11.69,3,26.97,2.7,8.1
825,2019-10-27,10,2019,OFF-AR-10000703,"BIC Pens, Water Color",Art,16.99,21.75,1,16.99,4.76,4.76
826,2019-10-27,10,2019,OFF-PA-10001971,"Eaton Cards & Envelopes, Premium",Paper,44.99,51.29,3,134.97,6.3,18.9
827,2022-10-04,10,2022,OFF-PA-10001223,"SanDisk Cards & Envelopes, Premium",Paper,43.99,54.55,8,351.92,10.56,84.48
828,2021-11-13,11,2021,TEC-AC-10002122,"Belkin Keyboard, Erganomic",Accessories,81.99,103.31,3,245.97,21.32,63.96
829,2021-09-08,9,2021,OFF-AP-10002904,"Hamilton Beach Refrigerator, Silver",Appliances,450.99,586.29,3,1352.97,135.3,405.9
830,2023-02-21,2,2023,OFF-AP-10003577,"Cuisinart Blender, Black",Appliances,65.99,75.23,2,131.98,9.24,18.48
831,2023-02-21,2,2023,OFF-AR-10001482,"Stanley Markers, Easy-Erase",Art,10.99,12.86,5,54.95,1.87,9.35
832,2023-02-21,2,2023,TEC-PH-10003683,"Motorola Audio Dock, VoIP",Phones,172.99,197.21,3,518.97,24.22,72.66
833,2023-02-21,2,2023,OFF-ST-10003305,"Rogers Box, Blue",Storage,23.99,30.95,2,47.98,6.96,13.92
834,2022-12-25,12,2022,TEC-AC-10003463,"Enermax Numeric Keypad, USB",Accessories,54.99,69.84,1,54.99,14.85,14.85
835,2022-12-25,12,2022,OFF-BI-10002799,"Cardinal Binder Covers, Clear",Binders,10.99,12.31,5,54.95,1.32,6.6
836,2022-12-25,12,2022,OFF-BI-10002799,"Cardinal Binder Covers, Clear",Binders,10.99,12.31,2,21.98,1.32,2.64
837,2022-07-08,7,2022,OFF-SU-10002611,"Fiskars Ruler, Serrated",Supplies,10.99,13.08,3,32.97,2.09,6.27
838,2023-02-18,2,2023,OFF-ST-10002759,"Eldon Shelving, Industrial",Storage,43.99,53.67,9,395.91,9.68,87.12
839,2020-02-29,2,2020,OFF-AR-10004303,"Stanley Markers, Blue",Art,21.99,28.59,4,87.96,6.6,26.4
840,2020-02-29,2,2020,OFF-AR-10002094,"Boston Pencil Sharpener, Water Color",Art,31.99,39.03,2,63.98,7.04,14.08
841,2020-10-08,10,2020,OFF-LA-10003295,"Harbour Creations Color Coded Labels, Alphabetical",Labels,12.99,15.72,3,38.97,2.73,8.19
842,2020-10-08,10,2020,TEC-AC-10003334,"Logitech Numeric Keypad, Programmable",Accessories,47.99,61.91,2,95.98,13.92,27.84
843,2020-10-08,10,2020,OFF-AR-10001216,"BIC Pencil Sharpener, Easy-Erase",Art,28.99,35.95,1,28.99,6.96,6.96
844,2020-10-08,10,2020,FUR-FU-10004604,"Deflect-O Clock, Erganomic",Furnishings,48.99,63.69,1,48.99,14.7,14.7
845,2020-10-08,10,2020,TEC-MA-10000753,"Epson Printer, Red",Machines,220.99,274.03,1,220.99,53.04,53.04
846,2020-10-08,10,2020,OFF-FA-10004709,"Stockwell Clamps, Assorted Sizes",Fasteners,16.99,22.09,4,67.96,5.1,20.4
847,2022-06-15,6,2022,OFF-ST-10003446,"Smead Trays, Single Width",Storage,43.99,54.99,2,87.98,11.0,22.0
848,2021-01-26,1,2021,OFF-AP-10001266,"Hoover Toaster, Black",Appliances,74.99,84.74,3,224.97,9.75,29.25
849,2021-01-26,1,2021,OFF-AP-10000226,"Hoover Coffee Grinder, Black",Appliances,60.99,71.97,3,182.97,10.98,32.94
850,2022-12-13,12,2022,OFF-SU-10002346,"Elite Ruler, High Speed",Supplies,13.99,15.39,6,83.94,1.4,8.4
851,2021-08-28,8,2021,OFF-EN-10003177,"Kraft Interoffice Envelope, Recycled",Envelopes,22.99,29.43,5,114.95,6.44,32.2
852,2022-09-03,9,2022,TEC-AC-10003343,"Logitech Flash Drive, Erganomic",Accessories,27.99,33.31,3,83.97,5.32,15.96
853,2022-03-18,3,2022,OFF-AR-10004825,"BIC Canvas, Fluorescent",Art,54.99,61.04,2,109.98,6.05,12.1
854,2022-03-18,3,2022,OFF-FA-10004257,"Accos Clamps, Metal",Fasteners,19.99,22.19,4,79.96,2.2,8.8
855,2022-03-18,3,2022,OFF-AR-10001482,"Stanley Markers, Easy-Erase",Art,10.99,12.86,5,54.95,1.87,9.35
856,2022-03-18,3,2022,OFF-ST-10000020,"Fellowes Folders, Single Width",Storage,25.99,29.63,5,129.95,3.64,18.2
857,2022-03-18,3,2022,FUR-BO-10001834,"Ikea 3-Shelf Cabinet, Mobile",Bookcases,144.99,182.69,3,434.97,37.7,113.1
858,2022-11-29,11,2022,OFF-BI-10000282,"Ibico Binder, Durable",Binders,16.99,21.41,2,33.98,4.42,8.84
859,2022-11-29,11,2022,OFF-SU-10002357,"Kleencut Trimmer, High Speed",Supplies,40.99,48.37,5,204.95,7.38,36.9
860,2020-04-09,4,2020,OFF-PA-10002396,"Eaton Memo Slips, 8.5 x 11",Paper,17.99,21.95,3,53.97,3.96,11.88
861,2020-04-09,4,2020,TEC-PH-10001396,"Nokia Smart Phone, Cordless",Phones,635.99,744.11,3,1907.97,108.12,324.36
862,2021-02-10,2,2021,TEC-CO-10001567,"Brother Copy Machine, Laser",Copiers,222.99,276.51,3,668.97,53.52,160.56
863,2019-04-08,4,2019,OFF-LA-10003210,"Novimex Color Coded Labels, 5000 Label Set",Labels,12.99,16.37,2,25.98,3.38,6.76
864,2019-04-08,4,2019,FUR-FU-10004459,"Deflect-O Door Stop, Erganomic",Furnishings,42.99,48.15,2,85.98,5.16,10.32
865,2022-02-27,2,2022,OFF-AR-10004519,"Boston Canvas, Fluorescent",Art,54.99,64.34,3,164.97,9.35,28.05
866,2021-10-11,10,2021,OFF-ST-10000872,"Fellowes File Cart, Single Width",Storage,81.99,98.39,2,163.98,16.4,32.8
867,2020-09-19,9,2020,TEC-CO-10000967,"HP Fax Machine, Laser",Copiers,299.99,377.99,3,899.97,78.0,234.0
868,2020-09-19,9,2020,TEC-PH-10004772,"Motorola Signal Booster, VoIP",Phones,142.99,161.58,5,714.95,18.59,92.95
869,2020-09-19,9,2020,FUR-FU-10001775,"Deflect-O Stacking Tray, Durable",Furnishings,17.99,20.15,3,53.97,2.16,6.48
870,2020-09-19,9,2020,OFF-EN-10002449,"Ames Interoffice Envelope, Security-Tint",Envelopes,47.99,54.23,2,95.98,6.24,12.48
871,2023-02-09,2,2023,OFF-ST-10004597,"Rogers File Cart, Blue",Storage,140.99,155.09,6,845.94,14.1,84.6
872,2023-03-26,3,2023,OFF-BI-10000171,"Wilson Jones Index Tab, Recycled",Binders,6.99,8.53,6,41.94,1.54,9.24
873,2023-03-26,3,2023,TEC-CO-10002232,"HP Ink, Laser",Copiers,63.99,81.27,5,319.95,17.28,86.4
874,2020-11-30,11,2020,TEC-CO-10002157,"Canon Fax Machine, Laser",Copiers,286.99,361.61,7,2008.93,74.62,522.34
875,2022-09-27,9,2022,TEC-MA-10004584,"Epson Calculator, Wireless",Machines,22.99,28.28,4,91.96,5.29,21.16
876,2022-09-27,9,2022,OFF-PA-10003937,"Green Bar Memo Slips, Recycled",Paper,16.99,21.41,2,33.98,4.42,8.84
877,2019-07-03,7,2019,OFF-BI-10000542,"Wilson Jones 3-Hole Punch, Durable",Binders,28.99,37.69,2,57.98,8.7,17.4
878,2019-07-03,7,2019,OFF-ST-10001576,"Tenex Folders, Blue",Storage,13.99,17.35,2,27.98,3.36,6.72
879,2020-08-22,8,2020,OFF-ST-10000355,"Eldon Box, Wire Frame",Storage,8.99,10.16,5,44.95,1.17,5.85
880,2021-05-09,5,2021,TEC-CO-10002872,"Canon Ink, Color",Copiers,148.99,163.89,4,595.96,14.9,59.6
881,2023-03-13,3,2023,OFF-AR-10002433,"Stanley Pens, Easy-Erase",Art,9.99,11.99,2,19.98,2.0,4.0
882,2023-03-13,3,2023,OFF-LA-10001169,"Harbour Creations Round Labels, Laser Printer Compatible",Labels,6.99,7.69,14,97.86,0.7,9.8
883,2023-03-13,3,2023,OFF-AR-10004881,"Stanley Sketch Pad, Blue",Art,43.99,53.23,7,307.93,9.24,64.68
884,2019-07-10,7,2019,OFF-ST-10004577,"Tenex Shelving, Wire Frame",Storage,47.99,53.75,9,431.91,5.76,51.84
885,2019-07-10,7,2019,OFF-LA-10002490,"Hon Round Labels, Alphabetical",Labels,5.99,7.67,6,35.94,1.68,10.08
886,2019-07-10,7,2019,FUR-BO-10001621,"Dania Stackable Bookrack, Traditional",Bookcases,120.99,135.51,2,241.98,14.52,29.04
887,2019-07-10,7,2019,OFF-BI-10001249,"Acco Hole Reinforcements, Recycled",Binders,6.99,8.46,3,20.97,1.47,4.41
888,2020-11-25,11,2020,OFF-BI-10000308,"Cardinal Binder Covers, Durable",Binders,13.99,16.51,7,97.93,2.52,17.64
889,2022-01-30,1,2022,OFF-BI-10001384,"Cardinal Binder, Economy",Binders,11.99,14.39,6,71.94,2.4,14.4
890,2022-02-14,2,2022,OFF-AR-10001606,"BIC Highlighters, Fluorescent",Art,19.99,25.59,14,279.86,5.6,78.4
891,2022-02-14,2,2022,OFF-FA-10002350,"OIC Staples, Assorted Sizes",Fasteners,8.99,10.25,2,17.98,1.26,2.52
892,2020-09-14,9,2020,TEC-PH-10004552,"Motorola Office Telephone, Full Size",Phones,61.99,76.87,6,371.94,14.88,89.28
893,2020-09-14,9,2020,TEC-AC-10003327,"Logitech Keyboard, Erganomic",Accessories,69.99,88.89,7,489.93,18.9,132.3
894,2020-11-24,11,2020,OFF-BI-10000844,"Wilson Jones Hole Reinforcements, Economy",Binders,1.99,2.21,4,7.96,0.22,0.88
895,2020-11-24,11,2020,OFF-SU-10003924,"Elite Trimmer, Steel",Supplies,36.99,41.06,4,147.96,4.07,16.28
896,2020-11-24,11,2020,FUR-CH-10000105,"Hon Steel Folding Chair, Set of Two",Chairs,32.99,38.6,7,230.93,5.61,39.27
897,2021-11-23,11,2021,OFF-PA-10002043,"SanDisk Cards & Envelopes, 8.5 x 11",Paper,52.99,67.83,2,105.98,14.84,29.68
898,2021-08-21,8,2021,OFF-BI-10001804,"Avery Binder, Recycled",Binders,12.99,15.33,3,38.97,2.34,7.02
899,2021-08-21,8,2021,FUR-CH-10004536,"Novimex Bag Chairs, Set of Two",Chairs,42.99,55.89,5,214.95,12.9,64.5
900,2020-04-26,4,2020,OFF-EN-10000274,"Kraft Business Envelopes, Recycled",Envelopes,8.99,11.15,6,53.94,2.16,12.96
901,2020-04-26,4,2020,OFF-AR-10003066,"Sanford Markers, Water Color",Art,25.99,32.75,5,129.95,6.76,33.8
902,2023-02-09,2,2023,OFF-AP-10000818,"Hoover Blender, Black",Appliances,47.99,62.39,2,95.98,14.4,28.8
903,2023-03-12,3,2023,TEC-AC-10004317,"SanDisk Numeric Keypad, USB",Accessories,52.99,59.88,2,105.98,6.89,13.78
904,2022-04-25,4,2022,OFF-ST-10003785,"Eldon Lockers, Blue",Storage,177.99,201.13,3,533.97,23.14,69.42
905,2022-09-30,9,2022,OFF-BI-10002935,"Wilson Jones Binder, Clear",Binders,11.99,13.31,3,35.97,1.32,3.96
906,2022-09-30,9,2022,TEC-PH-10003683,"Motorola Audio Dock, VoIP",Phones,172.99,197.21,5,864.95,24.22,121.1
907,2022-09-30,9,2022,OFF-LA-10002651,"Novimex Round Labels, Adjustable",Labels,1.99,2.53,3,5.97,0.54,1.62
908,2022-09-30,9,2022,OFF-FA-10002895,"Accos Staples, 12 Pack",Fasteners,9.99,11.29,4,39.96,1.3,5.2
909,2022-09-30,9,2022,TEC-MA-10003261,"Panasonic Phone, Durable",Machines,75.99,85.11,1,75.99,9.12,9.12
910,2022-09-30,9,2022,OFF-AR-10003633,"Binney & Smith Canvas, Easy-Erase",Art,51.99,59.79,9,467.91,7.8,70.2
911,2022-09-30,9,2022,OFF-BI-10002083,"Acco Hole Reinforcements, Economy",Binders,6.99,8.18,5,34.95,1.19,5.95
912,2020-07-14,7,2020,TEC-CO-10002769,"HP Fax Machine, Digital",Copiers,254.99,288.14,3,764.97,33.15,99.45
913,2020-07-14,7,2020,OFF-AR-10003651,"Sanford Pencil Sharpener, Easy-Erase",Art,26.99,31.04,9,242.91,4.05,36.45
914,2022-01-18,1,2022,OFF-PA-10001758,"Enermax Note Cards, Premium",Paper,14.99,17.09,3,44.97,2.1,6.3
915,2023-03-31,3,2023,OFF-BI-10000620,"Wilson Jones Index Tab, Economy",Binders,5.99,7.43,5,29.950000000000003,1.44,7.2
916,2021-06-13,6,2021,OFF-AP-10002577,"Hamilton Beach Coffee Grinder, Black",Appliances,41.99,50.39,3,125.97,8.4,25.2
